SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Egretta caerulea x thula,Little Blue Heron x Snowy Egret (hybrid),x00615,hybrid,7648.0,LBHE SNEG,EGCA EGTH,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Egretta tricolor x thula,Tricolored Heron x Snowy Egret (hybrid),x00730,hybrid,7649.0,TRHE SNEG,EGTR EGTH,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Egretta thula x garzetta,Snowy x Little Egret (hybrid),x00697,hybrid,7654.0,LIEG SNEG LEWR,EGGA EGTH,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Egretta garzetta x gularis,Little Egret x Western Reef-Heron (hybrid),x00656,hybrid,7658.0,WRHE WERH LIEG WREG LEWR,EGGU EGGA,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Butorides striata x sundevalli,Striated x Lava Heron (hybrid),x01187,hybrid,7671.0,STHE STRH LAHE GBHE SASH,BUSU BUST,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Butorides striata x virescens,Striated x Green Heron (hybrid),x00765,hybrid,7710.0,STHE NAGH STRH GBHE GRHE SASH,BUVI BUST,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Ardeola grayii x bacchus,Indian x Chinese Pond-Heron (hybrid),x01124,hybrid,7718.0,CHPH CPHE IPHE INPH,ARBA ARGR,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Ardeola bacchus x speciosa,Chinese x Javan Pond-Heron (hybrid),x01125,hybrid,7722.0,JPHE CHPH JAPH CPHE,ARSP ARBA,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Egretta garzetta x Ardea ibis,Little Egret x Western Cattle-Egret (hybrid),x01188,hybrid,7725.0,WECE LIEG WCEG LEWR CAEG,ARIB EGGA,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Egretta garzetta x Ardea cinerea,Little Egret x Gray Heron (hybrid),x01189,hybrid,7751.0,GRHE GRAH LIEG LEWR,EGGA ARCI,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Ardea alba x cinerea,Great Egret x Gray Heron (hybrid),x00398,hybrid,7752.0,GRHE GRAH GWEG GREG WHHE,ARCI ARAL,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Ardea alba x herodias,Great Egret x Great Blue Heron (hybrid),x00677,hybrid,7761.0,GBHE GWEG GREG GBWH WHHE,ARHE ARAL,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Ardea alba x cocoi,Great Egret x Cocoi Heron (hybrid),x01051,hybrid,7763.0,GWEG GREG WHHE COHE,ARAL ARCO,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Ardea herodias x cocoi,Great Blue x Cocoi Heron (hybrid),x00784,hybrid,7764.0,GBHE GBWH COHE,ARHE ARCO,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Ardea cinerea x purpurea,Gray x Purple Heron (hybrid),x01050,hybrid,7772.0,GRHE GRAH PUHE,ARPU ARCI,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Pelecanus onocrotalus x crispus,Great White x Dalmatian Pelican (hybrid),x00842,hybrid,7805.0,GWPE DAPE,PEON PECR,,Pelecaniformes,Pelicans,Pelecanidae,,,,peleca1
Pernis apivorus x ptilorhynchus,European x Oriental Honey-buzzard (hybrid),x00786,hybrid,7915.0,ORHB OHBU EUHB CRHB EHBU CHBU,PEPT PEAP,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Clanga pomarina x clanga,Lesser x Greater Spotted Eagle (hybrid),x00843,hybrid,8041.0,LSEA GSEA,CLCL CLPO,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Astur cooperii x atricapillus,Cooper's Hawk x American Goshawk (hybrid),x00988,hybrid,8296.0,COHA AMGO AGOS NOGO,ASCO ASAT,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Circus cyaneus x macrourus,Hen x Pallid Harrier (hybrid),x00399,hybrid,8327.0,PAHA HEHA,CIMA CICY,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Circus macrourus x pygargus,Pallid x Montagu's Harrier (hybrid),x01099,hybrid,8330.0,MOHA PAHA,CIPY CIMA,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Haliaeetus leucocephalus x pelagicus,Bald Eagle x Steller's Sea-Eagle (hybrid),x00989,hybrid,8372.0,STSE BAEA SSEA,HAPE HALE,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Buteogallus anthracinus x Buteo lineatus,Common Black x Red-shouldered Hawk (hybrid),x00787,hybrid,8494.0,RSHA COBH CBHA,BUAN BULI,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Buteo platypterus x lineatus,Broad-winged x Red-shouldered Hawk (hybrid),x00400,hybrid,8496.0,RSHA BWHA,BUPL BULI,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Buteo lineatus x jamaicensis,Red-shouldered x Red-tailed Hawk (hybrid),x00686,hybrid,8526.0,RSHA RTHA,BUJA BULI,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Buteo swainsoni x lagopus,Swainson's x Rough-legged Hawk (hybrid),x00788,hybrid,8533.0,RLHA SWHA RLBU,BUSW BULA,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Buteo jamaicensis x lagopus,Red-tailed x Rough-legged Hawk (hybrid),x00731,hybrid,8534.0,RLHA RTHA RLBU,BUJA BULA,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Buteo jamaicensis x regalis,Red-tailed x Ferruginous Hawk (hybrid),x00930,hybrid,8536.0,FEHA RTHA,BUJA BURE,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Buteo buteo x rufinus,Common x Long-legged Buzzard (hybrid),x00766,hybrid,8559.0,LLBU COBU EUBU,BURU BUBU,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Buteo rufinus x hemilasius,Long-legged x Upland Buzzard (hybrid),x00789,hybrid,8562.0,LLBU UPBU,BURU BUHE,,Accipitriformes,"Hawks, Eagles, and Kites",Accipitridae,,,,accipi1
Megascops kennicottii x asio,Western x Eastern Screech-Owl (hybrid),x00933,hybrid,8874.0,EASO WESO WSOW ESOW,MEKE MEAS,,Strigiformes,Owls,Strigidae,,,,strigi1
Ketupa ketupu x zeylonensis,Buffy x Brown Fish-Owl (hybrid),x00401,hybrid,8982.0,BRFO BUFO BFOW,KEZE KEKE,,Strigiformes,Owls,Strigidae,,,,strigi1
Strix occidentalis x varia,Spotted x Barred Owl (hybrid),x00439,hybrid,9223.0,BAOW SPOW,STVA STOC,SBOH,Strigiformes,Owls,Strigidae,,,,strigi1
Pharomachrus auriceps x antisianus,Golden-headed x Crested Quetzal (hybrid),x01126,hybrid,9515.0,GHQU CRQU,PHAN PHAU,,Trogoniformes,Trogons,Trogonidae,,,,trogon1
Trogon curucui x surrucura,Blue-crowned x Surucua Trogon (hybrid),x01156,hybrid,9559.0,BCTR SSTR SUTR,TRSU TRCU,,Trogoniformes,Trogons,Trogonidae,,,,trogon1
Tockus rufirostris x damarensis,Southern x Damara Red-billed Hornbill (hybrid),x00667,hybrid,9680.0,DRBH RBHO SRBH,TORU TODA,,Bucerotiformes,Hornbills,Bucerotidae,,,,bucero1
Momotus coeruliceps x lessonii,Blue-capped x Lesson's Motmot (hybrid),x00887,hybrid,9861.0,LEMO BCMO BDMO,MOCO MOLE,,Coraciiformes,Motmots,Momotidae,,,,momoti1
Momotus lessonii x Baryphthengus martii,Lesson's x Rufous Motmot (hybrid),x01211,hybrid,9886.0,LEMO RUMO BDMO RMOT,BAMA MOLE,,Coraciiformes,Motmots,Momotidae,,,,momoti1
Momotus momota x Baryphthengus martii,Amazonian x Rufous Motmot (hybrid),x00402,hybrid,9887.0,AMMO RMOT RUMO,MOMO BAMA,,Coraciiformes,Motmots,Momotidae,,,,momoti1
Momotus momota x Baryphthengus ruficapillus,Amazonian x Rufous-capped Motmot (hybrid),x00769,hybrid,9889.0,AMMO RCMO,MOMO BARU,,Coraciiformes,Motmots,Momotidae,,,,momoti1
Coracias benghalensis x affinis,Indian x Indochinese Roller (hybrid),indrol4,hybrid,10344.0,INRO,COBE COAF,,Coraciiformes,Rollers,Coraciidae,,,,coraci1
Hypnelus ruficollis x bicinctus,Russet-throated x Two-banded Puffbird (hybrid),x01190,hybrid,10414.0,TBPU RTPU,HYRU HYBI,,Piciformes,Puffbirds,Bucconidae,,,,buccon2
Tricholaema frontata x leucomelas,Miombo x Pied Barbet (hybrid),x01009,hybrid,10636.0,APBA PIBA MPBA MIBA,TRLE TRFR,,Piciformes,African Barbets,Lybiidae,,,,lybiid1
Psilopogon cyanotis x duvaucelii,Blue-eared x Black-eared Barbet (hybrid),x01066,hybrid,10714.0,BEBA,PSCY PSDU,,Piciformes,Asian Barbets,Megalaimidae,,,,megala2
Pteroglossus torquatus x erythropygius,Collared x Pale-mandibled Aracari (hybrid),x01191,hybrid,10892.0,PMBA COAR PMAR,PTER PTTO,,Piciformes,Toucans,Ramphastidae,,,,rampha1
Picumnus minutissimus x cirratus,Arrowhead x White-barred Piculet (hybrid),x01192,hybrid,11054.0,ARPI WBPI,PIMI PICI,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus cirratus x temminckii,White-barred x Ochre-collared Piculet (hybrid),x00951,hybrid,11072.0,WBPI OCPI,PICI PITE,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picumnus cirratus x albosquamatus,White-barred x White-wedged Piculet (hybrid),x00952,hybrid,11077.0,WBPI WWPI,PIAL PICI,,Piciformes,Woodpeckers,Picidae,,,,picida1
Sphyrapicus varius x nuchalis,Yellow-bellied x Red-naped Sapsucker (hybrid),x00634,hybrid,11128.0,RNSA YBSA,SPNU SPVA,,Piciformes,Woodpeckers,Picidae,,,,picida1
Sphyrapicus varius x ruber,Yellow-bellied x Red-breasted Sapsucker (hybrid),x00712,hybrid,11133.0,RBSA YBSA,SPRU SPVA,,Piciformes,Woodpeckers,Picidae,,,,picida1
Sphyrapicus nuchalis x ruber,Red-naped x Red-breasted Sapsucker (hybrid),rnxsap1,hybrid,11134.0,RNSA RBSA,SPNU SPRU,,Piciformes,Woodpeckers,Picidae,,,,picida1
Sphyrapicus varius/nuchalis x ruber,Yellow-bellied/Red-naped x Red-breasted Sapsucker (hybrid),x01052,hybrid,11135.0,RNSA RBSA YBSA,SPVA SPNU SPRU,,Piciformes,Woodpeckers,Picidae,,,,picida1
Melanerpes pucherani x hoffmannii,Black-cheeked x Hoffmann's Woodpecker (hybrid),x01212,hybrid,11181.0,BCWO HOWO,MEPU MEHO,,Piciformes,Woodpeckers,Picidae,,,,picida1
Melanerpes rubricapillus x hoffmannii,Red-crowned x Hoffmann's Woodpecker (hybrid),x00440,hybrid,11182.0,RCRW HOWO RCWO,MEHO MERU,,Piciformes,Woodpeckers,Picidae,,,,picida1
Melanerpes hoffmannii x aurifrons,Hoffmann's x Golden-fronted Woodpecker (hybrid),x00853,hybrid,11197.0,GFWO HOWO,MEAU MEHO,,Piciformes,Woodpeckers,Picidae,,,,picida1
Melanerpes aurifrons x carolinus,Golden-fronted x Red-bellied Woodpecker (hybrid),x00460,hybrid,11200.0,RBWO GFWO,MEAU MECA,,Piciformes,Woodpeckers,Picidae,,,,picida1
Dendrocopos major x syriacus,Great Spotted x Syrian Woodpecker (hybrid),x00914,hybrid,11373.0,SYWO GSWO,DESY DEMA,,Piciformes,Woodpeckers,Picidae,,,,picida1
Dryobates pubescens x nuttallii,Downy x Nuttall's Woodpecker (hybrid),x00662,hybrid,11411.0,NUWO DOWO,DRNU DRPU,,Piciformes,Woodpeckers,Picidae,,,,picida1
Dryobates pubescens x scalaris,Downy x Ladder-backed Woodpecker (hybrid),x00801,hybrid,11422.0,LBWO DOWO,DRSC DRPU,,Piciformes,Woodpeckers,Picidae,,,,picida1
Dryobates nuttallii x scalaris,Nuttall's x Ladder-backed Woodpecker (hybrid),x00620,hybrid,11423.0,LBWO NUWO,DRNU DRSC,,Piciformes,Woodpeckers,Picidae,,,,picida1
Dryobates pubescens x Leuconotopicus villosus,Downy x Hairy Woodpecker (hybrid),x00803,hybrid,11447.0,HAWO DOWO,DRPU LEVI,,Piciformes,Woodpeckers,Picidae,,,,picida1
Dryobates nuttallii x Leuconotopicus villosus,Nuttall's x Hairy Woodpecker (hybrid),x00663,hybrid,11448.0,HAWO NUWO,DRNU LEVI,,Piciformes,Woodpeckers,Picidae,,,,picida1
Dryobates scalaris x Leuconotopicus villosus,Ladder-backed x Hairy Woodpecker (hybrid),x00802,hybrid,11449.0,HAWO LBWO,DRSC LEVI,,Piciformes,Woodpeckers,Picidae,,,,picida1
Leuconotopicus villosus x albolarvatus,Hairy x White-headed Woodpecker (hybrid),x01053,hybrid,11454.0,HAWO WHWO,LEVI LEAL,,Piciformes,Woodpeckers,Picidae,,,,picida1
Veniliornis sanguineus x passerinus,Blood-colored x Little Woodpecker (hybrid),x01020,hybrid,11494.0,BCWO LIWO,VEPA VESA,,Piciformes,Woodpeckers,Picidae,,,,picida1
Campephilus melanoleucos x leucopogon,Crimson-crested x Cream-backed Woodpecker (hybrid),x00854,hybrid,11568.0,CBWO CCRW CCWO,CALE CAME,,Piciformes,Woodpeckers,Picidae,,,,picida1
Gecinulus grantia x viridis,Pale-headed x Bamboo Woodpecker (hybrid),x00805,hybrid,11600.0,BAWO PHWO,GEVI GEGR,,Piciformes,Woodpeckers,Picidae,,,,picida1
Dinopium benghalense x psarodes,Black-rumped x Red-backed Flameback (hybrid),bkrfla3,hybrid,11625.0,RBFL BRFL LSLF,DIPS DIBE,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picus canus x viridis,Gray-headed x Eurasian Green Woodpecker (hybrid),x00855,hybrid,11678.0,GHWO GFNW EGWO,PIVI PICA,,Piciformes,Woodpeckers,Picidae,,,,picida1
Picus viridis x sharpei,Eurasian x Iberian Green Woodpecker (hybrid),eugwoo1,hybrid,11681.0,IGWO EGWO,PIVI PISH,,Piciformes,Woodpeckers,Picidae,,,,picida1
Dryocopus lineatus x schulzii,Lineated x Black-bodied Woodpecker (hybrid),x00804,hybrid,11766.0,LWWO LIWO BBWO,DRSC DRLI,,Piciformes,Woodpeckers,Picidae,,,,picida1
Colaptes auratus x chrysoides,Northern x Gilded Flicker (hybrid),x00924,hybrid,11919.0,YSSF GIFL NOFL,COCH COAU,,Piciformes,Woodpeckers,Picidae,,,,picida1
Falco peregrinus x mexicanus,Peregrine x Prairie Falcon (hybrid),x00698,hybrid,12137.0,PRFA PEFA,FAPE FAME,,Falconiformes,Falcons and Caracaras,Falconidae,,,,falcon1
Eolophus roseicapilla x Cacatua sanguinea,Galah x Little Corella (hybrid),x00953,hybrid,12195.0,LICO GALA,CASA EORO,,Psittaciformes,Cockatoos,Cacatuidae,,,,cacatu2
Cacatua sanguinea x tenuirostris,Little x Long-billed Corella (hybrid),x00806,hybrid,12197.0,LBCO LICO,CATE CASA,,Psittaciformes,Cockatoos,Cacatuidae,,,,cacatu2
Cacatua alba x moluccensis,White x Salmon-crested Cockatoo (hybrid),x00404,hybrid,12202.0,WHCO SCCO,CAAL CAMO,,Psittaciformes,Cockatoos,Cacatuidae,,,,cacatu2
Cacatua goffiniana x sulphurea,Tanimbar Corella x Yellow-crested Cockatoo (hybrid),x00403,hybrid,12210.0,TACO YCCO,CAGO CASU,,Psittaciformes,Cockatoos,Cacatuidae,,,,cacatu2
Cacatua sanguinea x galerita,Little Corella x Sulphur-crested Cockatoo (hybrid),x00920,hybrid,12217.0,LICO SCCO,CAGA CASA,,Psittaciformes,Cockatoos,Cacatuidae,,,,cacatu2
Cacatua tenuirostris x galerita,Long-billed Corella x Sulphur-crested Cockatoo (hybrid),x01193,hybrid,12218.0,LBCO SCCO,CATE CAGA,,Psittaciformes,Cockatoos,Cacatuidae,,,,cacatu2
Alisterus scapularis x Aprosmictus erythropterus,Australian King-Parrot x Red-winged Parrot (hybrid),x00954,hybrid,12285.0,RWPA AKPA AUKP,ALSC APER,,Psittaciformes,Old World Parrots,Psittaculidae,,,,psitta4
Psittacula krameri x cyanocephala,Rose-ringed x Plum-headed Parakeet (hybrid),x01023,hybrid,12362.0,PHPA RRPA RNPA,PSCY PSKR,,Psittaciformes,Old World Parrots,Psittaculidae,,,,psitta4
Psittacula himalayana x cyanocephala,Slaty-headed x Plum-headed Parakeet (hybrid),x00955,hybrid,12363.0,PHPA SHPA,PSCY PSHI,,Psittaciformes,Old World Parrots,Psittaculidae,,,,psitta4
Cyanoramphus novaezelandiae x auriceps,Red-crowned x Yellow-crowned Parakeet (hybrid),x01054,hybrid,12467.0,YCPA RFPA RCPA YFPA,CYNO CYAU,,Psittaciformes,Old World Parrots,Psittaculidae,,,,psitta4
Cyanoramphus novaezelandiae x forbesi,Red-crowned x Chatham Islands Parakeet (hybrid),x01100,hybrid,12469.0,CIPA FOPA RFPA RCPA,CYNO CYFO,,Psittaciformes,Old World Parrots,Psittaculidae,,,,psitta4
Platycercus caledonicus x eximius,Green x Eastern Rosella (hybrid),x00807,hybrid,12497.0,GRRO EARO,PLEX PLCA,,Psittaciformes,Old World Parrots,Psittaculidae,,,,psitta4
Platycercus elegans x eximius,Crimson x Eastern Rosella (hybrid),x00808,hybrid,12498.0,EARO CRRO,PLEX PLEL,,Psittaciformes,Old World Parrots,Psittaculidae,,,,psitta4
Platycercus eximius x adscitus,Eastern x Pale-headed Rosella (hybrid),x00707,hybrid,12502.0,PHRO EARO,PLEX PLAD,,Psittaciformes,Old World Parrots,Psittaculidae,,,,psitta4
Platycercus elegans x adscitus,Crimson x Pale-headed Rosella (hybrid),x00956,hybrid,12503.0,PHRO CRRO,PLEL PLAD,,Psittaciformes,Old World Parrots,Psittaculidae,,,,psitta4
Trichoglossus concinnus x moluccanus,Musk x Rainbow Lorikeet (hybrid),x00809,hybrid,12683.0,RALO MULO,TRCO TRMO,,Psittaciformes,Old World Parrots,Psittaculidae,,,,psitta4
Trichoglossus chlorolepidotus x moluccanus,Scaly-breasted x Rainbow Lorikeet (hybrid),x00810,hybrid,12684.0,RALO SBLO,TRCH TRMO,,Psittaciformes,Old World Parrots,Psittaculidae,,,,psitta4
Trichoglossus sp. (Musk/Rainbow/Scaly-breasted Lorikeet hybrid),lorikeet sp. (Musk/Rainbow/Scaly-breasted Lorikeet hybrid),x00856,hybrid,12686.0,SBLO RALO MULO,TRCH TRCO TRMO,,Psittaciformes,Old World Parrots,Psittaculidae,,,,psitta4
Trichoglossus moluccanus x rubritorquis,Rainbow x Red-collared Lorikeet (hybrid),x00957,hybrid,12688.0,RALO RCLO,TRRU TRMO,,Psittaciformes,Old World Parrots,Psittaculidae,,,,psitta4
Agapornis fischeri x personatus,Fischer's x Yellow-collared Lovebird (hybrid),x00671,hybrid,12752.0,YCLO FILO,AGPE AGFI,,Psittaciformes,Old World Parrots,Psittaculidae,,,,psitta4
Poicephalus meyeri x cryptoxanthus,Meyer's x Brown-headed Parrot (hybrid),x01135,hybrid,12784.0,BHPA MEPA BRPA,POME POCR,,Psittaciformes,New World and African Parrots,Psittacidae,,,,psitta3
Brotogeris versicolurus x chiriri,White-winged x Yellow-chevroned Parakeet (hybrid),wwxpar1,hybrid,12833.0,WWPA YCPA,BRVE BRCH,,Psittaciformes,New World and African Parrots,Psittacidae,,,,psitta3
Amazona viridigenalis x finschi,Red-crowned x Lilac-crowned Amazon (hybrid),x00958,hybrid,12907.0,LCAM RCAM,AMVI AMFI,,Psittaciformes,New World and African Parrots,Psittacidae,,,,psitta3
Amazona viridigenalis x autumnalis,Red-crowned x Red-lored Amazon (hybrid),x00857,hybrid,12912.0,RLAM RCAM,AMVI AMAU,,Psittaciformes,New World and African Parrots,Psittacidae,,,,psitta3
Amazona auropalliata x oratrix,Yellow-naped x Yellow-headed Amazon (hybrid),x01021,hybrid,12931.0,YNAM YHAM,AMOR AMAU,,Psittaciformes,New World and African Parrots,Psittacidae,,,,psitta3
Amazona viridigenalis x amazonica,Red-crowned x Orange-winged Amazon (hybrid),x01168,hybrid,12973.0,OWAM RCAM,AMVI AMAM,,Psittaciformes,New World and African Parrots,Psittacidae,,,,psitta3
Ara ararauna x macao,Blue-and-yellow x Scarlet Macaw (hybrid),x00888,hybrid,13155.0,BAYM SCMA,ARAR ARMA,,Psittaciformes,New World and African Parrots,Psittacidae,,,,psitta3
Ara ambiguus x macao,Great Green x Scarlet Macaw (hybrid),x00405,hybrid,13156.0,GGMA SCMA,ARMA ARAM,,Psittaciformes,New World and African Parrots,Psittacidae,,,,psitta3
Ara ararauna x chloropterus,Blue-and-yellow x Red-and-green Macaw (hybrid),x00406,hybrid,13158.0,BAYM RAGM,ARCH ARAR,,Psittaciformes,New World and African Parrots,Psittacidae,,,,psitta3
Psittacara holochlorus x strenuus,Green x Pacific Parakeet (hybrid),x01022,hybrid,13185.0,PACP GRPA GTPA GREP PAPA,PSST PSHO,,Psittaciformes,New World and African Parrots,Psittacidae,,,,psitta3
Psittacara holochlorus x finschi,Green x Crimson-fronted Parakeet (hybrid),x00959,hybrid,13188.0,CFPA FIPA GRPA GREP GTPA,PSHO PSFI,,Psittaciformes,New World and African Parrots,Psittacidae,,,,psitta3
Hypocnemis ochrogyna x striata,Rondonia x Spix's Warbling-Antbird (hybrid),x00407,hybrid,13893.0,SPWA ROWA SPAN RWAN ROAN SWAN,HYST HYOC,,Passeriformes,Typical Antbirds,Thamnophilidae,,,,thamno3
Rhegmatorhina gymnops x hoffmannsi,Bare-eyed x White-breasted Antbird (hybrid),x01102,hybrid,14096.0,WBAN BEAN,RHGY RHHO,,Passeriformes,Typical Antbirds,Thamnophilidae,,,,thamno3
Rhegmatorhina berlepschi x hoffmannsi,Harlequin x White-breasted Antbird (hybrid),x01103,hybrid,14097.0,WBAN HAAN,RHBE RHHO,,Passeriformes,Typical Antbirds,Thamnophilidae,,,,thamno3
Willisornis poecilinotus x vidua,Common x Xingu Scale-backed Antbird (hybrid),x01058,hybrid,14124.0,CSBA XSBA,WIPO WIVI,,Passeriformes,Typical Antbirds,Thamnophilidae,,,,thamno3
Cranioleuca pyrrhophia x obsoleta,Stripe-crowned x Olive Spinetail (hybrid),x00740,hybrid,15506.0,OLSP SCSP,CROB CRPY,,Passeriformes,Ovenbirds and Woodcreepers,Furnariidae,,,,furnar2
Chiroxiphia galeata x pareola,Helmeted x Blue-backed Manakin (hybrid),x01090,hybrid,15707.0,HEMA BBMA,CHGA CHPA,,Passeriformes,Manakins,Pipridae,,,,piprid1
Chiroxiphia galeata x caudata,Helmeted x Swallow-tailed Manakin (hybrid),x00960,hybrid,15710.0,HEMA BLMA STMA,CHCA CHGA,,Passeriformes,Manakins,Pipridae,,,,piprid1
Manacus candei x vitellinus,White-collared x Golden-collared Manakin (hybrid),x00811,hybrid,15771.0,WCMA GCMA WCOM,MAVI MACA,,Passeriformes,Manakins,Pipridae,,,,piprid1
Manacus vitellinus x manacus,Golden-collared x White-bearded Manakin (hybrid),x01166,hybrid,15788.0,GCMA WBMA,MAVI MAMA,,Passeriformes,Manakins,Pipridae,,,,piprid1
Contopus sordidulus x virens,Western x Eastern Wood-Pewee (hybrid),x00858,hybrid,16925.0,WWPE EAWP EWPE WEWP,COVI COSO,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Sayornis nigricans x phoebe,Black x Eastern Phoebe (hybrid),x00621,hybrid,17008.0,EAPH BLPH,SAPH SANI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Sayornis nigricans x saya,Black x Say's Phoebe (hybrid),x00635,hybrid,17013.0,SAPH BLPH,SASA SANI,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannus melancholicus x verticalis,Tropical x Western Kingbird (hybrid),x01235,hybrid,17468.0,WEKI TRKI,TYME TYVE,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannus couchii x verticalis,Couch's x Western Kingbird (hybrid),x01035,hybrid,17469.0,WEKI COKI,TYCO TYVE,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannus verticalis x tyrannus,Western x Eastern Kingbird (hybrid),x00718,hybrid,17473.0,WEKI EAKI,TYTY TYVE,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannus melancholicus x dominicensis,Tropical x Gray Kingbird (hybrid),x00859,hybrid,17477.0,GRKI GRAK TRKI,TYME TYDO,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannus verticalis x dominicensis,Western x Gray Kingbird (hybrid),x01236,hybrid,17478.0,WEKI GRKI GRAK,TYDO TYVE,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannus melancholicus x forficatus,Tropical Kingbird x Scissor-tailed Flycatcher (hybrid),x01036,hybrid,17490.0,STFL TRKI,TYFO TYME,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannus couchii x forficatus,Couch's Kingbird x Scissor-tailed Flycatcher (hybrid),x00441,hybrid,17491.0,STFL COKI,TYFO TYCO,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannus verticalis x forficatus,Western Kingbird x Scissor-tailed Flycatcher (hybrid),x00442,hybrid,17492.0,WEKI STFL,TYFO TYVE,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannus tyrannus x forficatus,Eastern Kingbird x Scissor-tailed Flycatcher (hybrid),x01237,hybrid,17493.0,STFL EAKI,TYTY TYFO,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Tyrannus melancholicus x savana,Tropical Kingbird x Fork-tailed Flycatcher (hybrid),x00408,hybrid,17499.0,FTFL TRKI,TYSA TYME,,Passeriformes,Tyrant Flycatchers,Tyrannidae,,,,tyrann2
Sericulus chrysocephalus x Ptilonorhynchus violaceus,Regent x Satin Bowerbird (hybrid),x00961,hybrid,17557.0,SABO REBO,SECH PTVI,,Passeriformes,Bowerbirds,Ptilonorhynchidae,,,,ptilon1
Malurus cyaneus x leucopterus,Superb x White-winged Fairywren (hybrid),x00409,hybrid,17682.0,SUFA WWFA,MACY MALE,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Malurus cyaneus x melanocephalus,Superb x Red-backed Fairywren (hybrid),x00410,hybrid,17686.0,RBFA SUFA,MACY MAME,,Passeriformes,Fairywrens,Maluridae,,,,maluri1
Manorina flavigula x melanotis,Yellow-throated x Black-eared Miner (hybrid),x00741,hybrid,17821.0,BEMI YTMI,MAFL MAME,,Passeriformes,Honeyeaters,Meliphagidae,,,,meliph3
